Plant_ID,Plant_Type,Leaf_Color,Leaf_Spot_Size,Humidity,Temperature,Disease_Status
PLANT_0410,Rice,Green,2.07,38.71,30.71,Mild Infection
PLANT_0411,Corn,Brown,9.0,76.58,25.07,Mild Infection
PLANT_0412,Potato,Green,7.94,51.23,18.11,Healthy
PLANT_0413,Rice,Green,0.52,65.2,33.55,Healthy
PLANT_0414,Tomato,Yellow,0.33,71.77,28.9,Healthy
PLANT_0415,Potato,Brown,6.37,87.92,20.01,Mild Infection
PLANT_0416,Potato,Brown,5.29,81.99,29.55,Healthy
PLANT_0417,Corn,Green,1.73,57.1,17.98,Severe Infection
PLANT_0418,Potato,Brown,5.52,50.6,29.09,Healthy
PLANT_0419,Wheat,Brown,8.66,45.02,21.68,Healthy
PLANT_0420,Rice,Brown,7.39,67.84,20.33,Mild Infection
PLANT_0421,Tomato,Green,3.34,77.41,34.7,Healthy
PLANT_0422,Corn,Green,5.91,51.29,28.15,Healthy
PLANT_0423,Wheat,Brown,5.46,55.59,19.86,Severe Infection
PLANT_0424,Rice,Green,7.24,32.29,31.24,Healthy
PLANT_0425,Tomato,Brown,2.84,86.26,27.29,Mild Infection
PLANT_0426,Corn,Brown,4.31,47.46,18.93,Healthy
PLANT_0427,Potato,Brown,9.38,84.87,33.42,Mild Infection
PLANT_0428,Corn,Green,0.75,86.19,27.0,Healthy
PLANT_0429,Rice,Brown,3.13,45.25,21.63,Mild Infection
PLANT_0430,Wheat,Green,5.72,38.83,16.88,Severe Infection
PLANT_0431,Rice,Green,1.72,49.09,24.65,Mild Infection
PLANT_0432,Potato,Green,4.84,44.25,33.24,Healthy
PLANT_0433,Tomato,Green,5.74,74.25,19.08,Severe Infection
PLANT_0434,Potato,Green,2.55,65.41,32.36,Mild Infection
PLANT_0435,Corn,Green,3.25,46.24,31.9,Healthy
PLANT_0436,Tomato,Green,7.55,44.85,17.37,Healthy
PLANT_0437,Corn,Green,6.17,50.17,29.02,Healthy
PLANT_0438,Corn,Yellow,3.41,43.57,17.28,Healthy
PLANT_0439,Tomato,Green,4.52,42.16,19.99,Healthy
PLANT_0440,Wheat,Yellow,2.54,49.95,25.84,Severe Infection
PLANT_0441,Corn,Green,0.41,42.39,27.14,Healthy
PLANT_0442,Corn,Brown,0.07,69.19,20.44,Mild Infection
PLANT_0443,Rice,Brown,7.63,72.4,25.2,Mild Infection
PLANT_0444,Tomato,Brown,8.95,37.12,20.14,Healthy
PLANT_0445,Wheat,Green,0.11,89.63,30.64,Healthy
PLANT_0446,Tomato,Brown,3.1,52.14,17.07,Healthy
PLANT_0447,Rice,Yellow,6.94,78.0,16.45,Healthy
PLANT_0448,Wheat,Green,7.4,34.14,27.12,Healthy
PLANT_0449,Rice,Green,2.4,79.79,26.48,Mild Infection
PLANT_0450,Wheat,Brown,5.58,33.57,23.03,Healthy
PLANT_0451,Tomato,Yellow,4.7,84.2,20.98,Healthy
PLANT_0452,Potato,Green,5.35,75.81,24.91,Healthy
PLANT_0453,Potato,Green,4.86,71.28,15.55,Healthy
PLANT_0454,Corn,Green,0.94,78.17,21.37,Mild Infection
PLANT_0455,Tomato,Yellow,4.04,46.56,34.87,Healthy
PLANT_0456,Corn,Brown,4.45,64.42,15.84,Healthy
PLANT_0457,Rice,Yellow,3.56,41.79,15.5,Healthy
PLANT_0458,Tomato,Yellow,0.41,72.5,23.4,Mild Infection
PLANT_0459,Wheat,Brown,7.41,48.58,19.68,Healthy
PLANT_0460,Rice,Green,8.58,30.78,26.3,Healthy
PLANT_0461,Tomato,Yellow,3.26,53.71,17.21,Healthy
PLANT_0462,Rice,Brown,3.01,53.76,30.43,Healthy
PLANT_0463,Rice,Green,1.57,65.1,20.47,Healthy
PLANT_0464,Corn,Yellow,2.63,53.93,25.34,Healthy
PLANT_0465,Tomato,Green,4.28,68.86,18.15,Healthy
PLANT_0466,Corn,Brown,9.46,84.35,28.8,Healthy
PLANT_0467,Tomato,Green,3.2,81.71,26.26,Healthy
PLANT_0468,Potato,Green,2.2,76.62,31.83,Mild Infection
PLANT_0469,Wheat,Brown,1.31,72.24,34.94,Mild Infection
PLANT_0470,Potato,Yellow,1.68,67.54,32.12,Healthy
PLANT_0471,Rice,Brown,0.44,73.56,19.06,Healthy
PLANT_0472,Potato,Yellow,1.05,61.52,21.51,Healthy
PLANT_0473,Rice,Brown,2.71,53.81,34.49,Healthy
PLANT_0474,Potato,Green,8.35,79.7,27.48,Healthy
PLANT_0475,Potato,Green,2.98,47.99,34.91,Severe Infection
PLANT_0476,Wheat,Green,3.65,60.13,27.04,Healthy
PLANT_0477,Wheat,Brown,6.09,51.58,17.7,Mild Infection
PLANT_0478,Potato,Yellow,0.09,86.8,26.23,Severe Infection
PLANT_0479,Potato,Green,1.26,75.6,19.76,Healthy
PLANT_0480,Potato,Yellow,6.67,89.07,26.63,Healthy
PLANT_0481,Rice,Yellow,6.9,70.18,23.6,Healthy
PLANT_0482,Wheat,Brown,6.31,68.24,18.06,Severe Infection
PLANT_0483,Tomato,Yellow,1.98,47.02,20.29,Healthy
PLANT_0484,Corn,Yellow,8.45,82.31,29.5,Healthy
PLANT_0485,Rice,Yellow,8.58,64.88,30.5,Healthy
PLANT_0486,Tomato,Yellow,1.05,89.93,16.14,Mild Infection
PLANT_0487,Wheat,Brown,4.69,58.96,15.65,Severe Infection
PLANT_0488,Potato,Brown,1.01,30.44,26.21,Healthy
PLANT_0489,Rice,Yellow,5.68,36.43,32.27,Severe Infection
PLANT_0490,Potato,Yellow,9.87,56.08,32.26,Healthy
PLANT_0491,Wheat,Green,9.76,34.25,31.71,Healthy
PLANT_0492,Potato,Yellow,4.4,40.17,21.9,Severe Infection
PLANT_0493,Tomato,Brown,2.78,39.59,20.86,Mild Infection
PLANT_0494,Rice,Yellow,2.6,53.26,28.74,Healthy
PLANT_0495,Tomato,Yellow,4.5,46.33,19.83,Healthy
PLANT_0496,Potato,Brown,1.8,67.22,20.93,Healthy
PLANT_0497,Corn,Brown,7.14,41.36,18.83,Severe Infection
PLANT_0498,Corn,Brown,8.19,44.31,23.43,Mild Infection
PLANT_0499,Corn,Yellow,8.74,41.29,32.05,Mild Infection
PLANT_0500,Rice,Yellow,4.15,51.06,23.69,Healthy
PLANT_0501,Tomato,Brown,3.48,68.27,21.29,Healthy
PLANT_0502,Wheat,Green,5.45,77.15,33.18,Severe Infection
PLANT_0503,Potato,Green,2.1,42.21,17.39,Mild Infection
PLANT_0504,Corn,Yellow,1.15,65.23,15.68,Healthy
PLANT_0505,Tomato,Green,9.66,41.82,25.21,Severe Infection
PLANT_0506,Potato,Yellow,4.1,38.36,22.44,Healthy
PLANT_0507,Corn,Green,5.74,84.32,21.35,Healthy
PLANT_0508,Corn,Yellow,5.16,55.48,34.41,Healthy
PLANT_0509,Corn,Green,7.84,42.95,33.6,Mild Infection
PLANT_0510,Corn,Green,5.77,87.39,18.14,Healthy
PLANT_0511,Rice,Yellow,8.37,51.15,23.57,Healthy
PLANT_0512,Tomato,Brown,2.65,78.36,31.77,Healthy
PLANT_0513,Corn,Yellow,3.43,63.13,27.09,Healthy
PLANT_0514,Potato,Brown,8.03,46.77,27.41,Mild Infection
PLANT_0515,Tomato,Brown,7.42,51.11,15.98,Healthy
PLANT_0516,Rice,Green,2.13,77.83,30.04,Healthy
PLANT_0517,Potato,Brown,9.99,78.6,16.13,Mild Infection
PLANT_0518,Potato,Brown,1.78,65.53,26.08,Healthy
PLANT_0519,Rice,Green,1.66,60.72,20.94,Healthy
PLANT_0520,Potato,Yellow,7.71,57.2,32.77,Mild Infection
PLANT_0521,Rice,Brown,6.42,70.91,19.54,Healthy
PLANT_0522,Rice,Green,9.78,40.78,17.14,Healthy
PLANT_0523,Corn,Yellow,1.36,44.66,31.83,Healthy
PLANT_0524,Rice,Brown,4.87,78.79,34.95,Mild Infection
PLANT_0525,Potato,Brown,8.54,84.0,21.88,Severe Infection
PLANT_0526,Corn,Brown,1.29,39.64,18.12,Healthy
PLANT_0527,Tomato,Yellow,5.31,71.16,20.27,Healthy
PLANT_0528,Corn,Brown,3.89,56.65,33.14,Healthy
PLANT_0529,Potato,Green,4.32,51.19,34.43,Mild Infection
PLANT_0530,Tomato,Green,3.6,80.96,25.68,Healthy
PLANT_0531,Tomato,Green,1.21,59.85,23.83,Healthy
PLANT_0532,Rice,Yellow,2.28,68.27,22.12,Healthy
PLANT_0533,Wheat,Green,6.78,56.59,28.94,Healthy
PLANT_0534,Rice,Yellow,4.46,64.7,27.21,Severe Infection
PLANT_0535,Wheat,Brown,8.63,73.62,28.59,Healthy
PLANT_0536,Rice,Yellow,7.86,39.14,26.51,Healthy
PLANT_0537,Wheat,Brown,8.92,67.16,20.82,Healthy
PLANT_0538,Tomato,Yellow,2.99,85.22,29.43,Healthy
PLANT_0539,Tomato,Brown,5.63,88.77,33.76,Severe Infection
PLANT_0540,Potato,Brown,2.75,58.69,19.07,Mild Infection
PLANT_0541,Corn,Green,7.97,44.87,34.02,Healthy
PLANT_0542,Wheat,Brown,7.66,48.75,25.34,Healthy
PLANT_0543,Corn,Brown,3.02,37.86,16.84,Healthy
PLANT_0544,Corn,Green,6.7,38.95,17.44,Mild Infection
PLANT_0545,Tomato,Green,9.43,72.0,31.47,Mild Infection
PLANT_0546,Corn,Brown,8.95,81.88,16.41,Healthy
PLANT_0547,Corn,Yellow,8.69,56.42,21.66,Healthy
PLANT_0548,Wheat,Brown,1.71,34.25,15.29,Healthy
PLANT_0549,Corn,Green,0.48,75.98,19.18,Healthy
PLANT_0550,Wheat,Green,2.78,79.98,19.11,Healthy
PLANT_0551,Corn,Green,1.05,56.64,22.3,Healthy
PLANT_0552,Rice,Yellow,4.75,47.25,18.11,Severe Infection
PLANT_0553,Wheat,Yellow,2.79,74.91,28.65,Mild Infection
PLANT_0554,Tomato,Green,9.57,80.48,31.33,Mild Infection
PLANT_0555,Wheat,Brown,4.78,56.72,27.49,Healthy
PLANT_0556,Potato,Yellow,7.16,89.34,34.72,Mild Infection
PLANT_0557,Potato,Green,0.96,82.57,23.46,Healthy
PLANT_0558,Rice,Yellow,7.63,80.87,21.77,Healthy
PLANT_0559,Corn,Green,8.04,44.66,19.7,Healthy
PLANT_0560,Rice,Green,4.21,67.09,28.32,Healthy
PLANT_0561,Wheat,Brown,3.08,50.97,26.96,Mild Infection
PLANT_0562,Tomato,Green,8.45,84.15,17.35,Mild Infection
PLANT_0563,Wheat,Brown,8.4,65.94,33.89,Healthy
PLANT_0564,Corn,Brown,2.7,45.78,18.18,Mild Infection
PLANT_0565,Potato,Brown,7.33,48.44,23.07,Healthy
PLANT_0566,Rice,Brown,5.71,50.46,33.48,Healthy
PLANT_0567,Corn,Yellow,3.39,84.29,19.65,Healthy
PLANT_0568,Wheat,Yellow,4.74,52.36,20.18,Healthy
PLANT_0569,Corn,Green,6.82,67.36,24.02,Healthy
PLANT_0570,Tomato,Brown,7.91,75.49,23.4,Mild Infection
PLANT_0571,Wheat,Brown,5.24,68.76,19.22,Healthy
PLANT_0572,Potato,Brown,0.32,32.19,27.01,Mild Infection
PLANT_0573,Rice,Brown,0.03,77.36,33.34,Healthy
PLANT_0574,Tomato,Green,1.66,67.69,30.07,Mild Infection
PLANT_0575,Potato,Green,8.45,50.06,18.34,Healthy
PLANT_0576,Wheat,Brown,9.92,32.25,16.53,Mild Infection
PLANT_0577,Potato,Yellow,0.92,80.91,16.04,Healthy
PLANT_0578,Rice,Yellow,4.07,77.17,21.88,Healthy
PLANT_0579,Rice,Green,6.26,77.42,30.36,Healthy
PLANT_0580,Rice,Yellow,8.43,66.1,20.52,Healthy
PLANT_0581,Wheat,Green,0.74,80.5,27.94,Mild Infection
PLANT_0582,Potato,Yellow,4.52,72.99,24.95,Healthy
PLANT_0583,Rice,Green,8.73,69.01,21.12,Healthy
PLANT_0584,Wheat,Brown,3.67,31.97,30.61,Healthy
PLANT_0585,Tomato,Green,9.09,81.18,18.01,Mild Infection
PLANT_0586,Tomato,Green,9.36,37.89,28.86,Mild Infection
PLANT_0587,Tomato,Brown,1.85,49.58,34.55,Healthy
PLANT_0588,Potato,Green,2.41,52.86,33.55,Healthy
PLANT_0589,Potato,Green,8.08,64.42,31.63,Severe Infection
PLANT_0590,Rice,Green,0.36,58.05,31.65,Healthy
PLANT_0591,Wheat,Yellow,4.1,75.4,34.6,Healthy
PLANT_0592,Tomato,Yellow,1.68,86.82,24.56,Healthy
PLANT_0593,Wheat,Brown,2.22,79.93,20.74,Healthy
PLANT_0594,Corn,Brown,8.56,68.23,26.53,Healthy
PLANT_0595,Rice,Yellow,6.98,87.75,31.5,Healthy
PLANT_0596,Potato,Yellow,6.23,70.64,17.5,Healthy
PLANT_0597,Corn,Yellow,2.89,45.59,26.16,Healthy
PLANT_0598,Tomato,Brown,8.03,47.06,27.67,Mild Infection
PLANT_0599,Wheat,Brown,2.97,62.14,17.09,Healthy
PLANT_0600,Tomato,Brown,7.55,70.4,30.74,Healthy
PLANT_0601,Corn,Yellow,4.01,35.54,22.64,Healthy
PLANT_0602,Potato,Yellow,6.14,40.61,15.79,Mild Infection
PLANT_0603,Rice,Yellow,1.65,37.44,18.73,Mild Infection
PLANT_0604,Rice,Green,9.16,33.06,23.61,Severe Infection
PLANT_0605,Rice,Brown,2.63,42.75,20.55,Healthy
PLANT_0606,Tomato,Yellow,1.27,55.23,15.56,Mild Infection
PLANT_0607,Tomato,Green,5.32,35.09,33.24,Mild Infection
PLANT_0608,Wheat,Green,7.04,59.48,32.34,Healthy
PLANT_0609,Corn,Yellow,8.73,60.23,29.56,Healthy
PLANT_0610,Corn,Brown,1.73,49.73,15.42,Severe Infection
PLANT_0611,Potato,Yellow,5.0,45.06,15.6,Healthy
PLANT_0612,Potato,Yellow,3.03,52.57,33.03,Mild Infection
PLANT_0613,Tomato,Green,1.85,60.5,19.18,Severe Infection
PLANT_0614,Corn,Brown,5.77,66.06,16.49,Mild Infection
PLANT_0615,Rice,Yellow,8.35,45.78,34.95,Healthy
PLANT_0616,Wheat,Green,2.87,69.44,21.7,Healthy
PLANT_0617,Corn,Green,9.43,43.98,18.91,Healthy
PLANT_0618,Potato,Yellow,4.59,42.43,16.93,Healthy
PLANT_0619,Wheat,Brown,6.81,47.87,28.88,Healthy
PLANT_0620,Potato,Brown,9.43,81.99,30.22,Healthy
PLANT_0621,Corn,Green,5.16,82.76,15.67,Healthy
PLANT_0622,Wheat,Green,3.82,38.66,26.77,Healthy
PLANT_0623,Corn,Yellow,8.11,50.96,32.72,Healthy
PLANT_0624,Rice,Green,2.7,86.84,20.13,Healthy
PLANT_0625,Tomato,Brown,1.26,57.64,30.71,Healthy
PLANT_0626,Potato,Yellow,6.95,67.64,28.36,Mild Infection
PLANT_0627,Corn,Green,9.96,43.01,26.85,Healthy
PLANT_0628,Wheat,Green,5.28,70.17,30.04,Healthy
PLANT_0629,Corn,Green,8.36,75.87,28.49,Healthy
PLANT_0630,Wheat,Green,1.08,80.22,15.48,Healthy
PLANT_0631,Potato,Brown,2.23,48.67,23.17,Healthy
PLANT_0632,Wheat,Green,0.99,86.31,27.48,Healthy
PLANT_0633,Corn,Yellow,0.17,69.6,23.92,Healthy
PLANT_0634,Corn,Yellow,3.16,31.4,18.37,Healthy
PLANT_0635,Potato,Green,1.56,42.73,26.27,Healthy
PLANT_0636,Wheat,Yellow,3.15,37.17,17.2,Healthy
PLANT_0637,Rice,Green,1.84,63.7,27.81,Healthy
PLANT_0638,Corn,Yellow,1.4,59.18,26.59,Severe Infection
PLANT_0639,Potato,Green,6.3,44.66,32.72,Severe Infection
PLANT_0640,Tomato,Yellow,4.36,83.69,28.84,Healthy
PLANT_0641,Potato,Green,5.13,77.36,19.99,Healthy
PLANT_0642,Tomato,Green,1.16,78.99,34.47,Severe Infection
PLANT_0643,Corn,Yellow,5.45,59.26,34.16,Healthy
PLANT_0644,Rice,Green,1.05,72.85,29.8,Healthy
PLANT_0645,Rice,Green,6.69,45.55,21.59,Healthy
PLANT_0646,Rice,Green,0.53,79.8,21.36,Healthy
PLANT_0647,Tomato,Yellow,1.2,59.73,25.0,Severe Infection
PLANT_0648,Potato,Yellow,7.05,68.34,25.14,Healthy
PLANT_0649,Wheat,Green,8.36,89.19,25.49,Healthy
PLANT_0650,Potato,Yellow,5.59,40.7,30.28,Healthy
PLANT_0651,Tomato,Brown,9.3,46.94,23.53,Mild Infection
PLANT_0652,Corn,Yellow,7.51,53.55,21.5,Healthy
PLANT_0653,Rice,Brown,0.15,55.25,28.15,Severe Infection
PLANT_0654,Tomato,Brown,3.1,82.11,33.12,Mild Infection
PLANT_0655,Tomato,Yellow,0.99,40.8,24.06,Healthy
PLANT_0656,Potato,Yellow,2.81,45.04,16.16,Healthy
PLANT_0657,Wheat,Yellow,4.6,81.33,22.81,Healthy
PLANT_0658,Rice,Brown,5.78,85.49,15.65,Severe Infection
PLANT_0659,Rice,Yellow,4.37,89.41,21.74,Healthy
PLANT_0660,Corn,Yellow,0.47,62.48,25.96,Healthy
PLANT_0661,Rice,Green,2.2,71.4,29.86,Healthy
PLANT_0662,Tomato,Yellow,2.17,85.93,15.47,Healthy
PLANT_0663,Tomato,Yellow,8.19,60.95,28.85,Healthy
PLANT_0664,Potato,Brown,0.16,44.09,16.79,Healthy
PLANT_0665,Potato,Yellow,5.63,70.46,20.38,Healthy
PLANT_0666,Corn,Green,1.12,81.54,24.28,Mild Infection
PLANT_0667,Rice,Yellow,2.55,59.76,31.1,Healthy
PLANT_0668,Potato,Brown,4.28,70.54,20.59,Healthy
PLANT_0669,Rice,Green,4.71,40.07,33.56,Healthy
PLANT_0670,Rice,Green,6.49,86.27,21.62,Mild Infection
PLANT_0671,Rice,Yellow,4.82,85.81,30.55,Severe Infection
PLANT_0672,Corn,Yellow,0.3,48.44,19.5,Mild Infection
PLANT_0673,Corn,Yellow,6.32,36.57,22.81,Healthy
PLANT_0674,Rice,Brown,4.99,55.77,19.95,Healthy
PLANT_0675,Tomato,Green,7.42,33.42,20.24,Mild Infection
PLANT_0676,Potato,Brown,7.19,87.48,26.81,Healthy
PLANT_0677,Rice,Brown,8.2,68.92,28.63,Mild Infection
PLANT_0678,Rice,Brown,4.16,66.14,34.17,Healthy
PLANT_0679,Corn,Green,3.08,30.65,18.18,Healthy
PLANT_0680,Rice,Brown,2.8,39.85,17.2,Healthy
PLANT_0681,Rice,Brown,7.84,73.01,28.25,Healthy
PLANT_0682,Rice,Green,0.17,48.5,29.73,Healthy
PLANT_0683,Corn,Brown,2.15,61.26,30.64,Healthy
PLANT_0684,Potato,Yellow,2.08,43.76,26.91,Healthy
PLANT_0685,Potato,Green,8.08,54.74,27.52,Mild Infection
PLANT_0686,Rice,Green,2.72,39.59,20.69,Healthy
PLANT_0687,Rice,Green,2.35,44.54,31.52,Severe Infection
PLANT_0688,Corn,Brown,7.38,44.7,15.58,Mild Infection
PLANT_0689,Rice,Yellow,3.86,55.42,33.92,Healthy
PLANT_0690,Potato,Green,6.3,47.65,21.34,Healthy
PLANT_0691,Corn,Green,1.36,80.63,34.23,Healthy
PLANT_0692,Wheat,Yellow,0.03,78.37,33.97,Mild Infection
PLANT_0693,Wheat,Yellow,1.67,55.18,16.31,Severe Infection
PLANT_0694,Wheat,Green,0.49,86.13,34.8,Healthy
PLANT_0695,Potato,Green,2.09,39.98,23.25,Healthy
PLANT_0696,Potato,Green,7.65,39.11,32.23,Healthy
PLANT_0697,Tomato,Yellow,4.09,42.27,21.58,Healthy
PLANT_0698,Potato,Brown,2.7,32.53,21.32,Healthy
PLANT_0699,Corn,Green,7.65,52.78,34.48,Healthy
PLANT_0700,Rice,Brown,7.3,74.37,22.19,Healthy
PLANT_0701,Rice,Green,6.19,86.33,15.55,Healthy
PLANT_0702,Tomato,Green,3.51,87.22,30.99,Healthy
PLANT_0703,Tomato,Brown,2.54,43.49,27.06,Healthy
PLANT_0704,Wheat,Yellow,4.92,73.97,31.06,Severe Infection
PLANT_0705,Corn,Green,3.23,74.96,29.04,Severe Infection
PLANT_0706,Tomato,Yellow,2.91,60.23,28.17,Healthy
PLANT_0707,Corn,Yellow,8.56,67.52,29.59,Healthy
PLANT_0708,Corn,Yellow,3.23,56.68,19.0,Healthy
PLANT_0709,Rice,Yellow,4.98,78.55,27.27,Healthy
PLANT_0710,Rice,Yellow,1.38,77.47,18.38,Healthy
PLANT_0711,Potato,Brown,6.24,55.01,31.28,Healthy
PLANT_0712,Wheat,Yellow,6.86,45.64,21.55,Healthy
PLANT_0713,Rice,Green,0.3,77.99,32.51,Healthy
PLANT_0714,Tomato,Yellow,9.86,34.09,21.23,Healthy
PLANT_0715,Potato,Brown,9.93,88.21,16.15,Healthy
PLANT_0716,Corn,Brown,6.15,85.28,28.6,Healthy
PLANT_0717,Rice,Green,7.85,47.58,34.45,Healthy
PLANT_0718,Wheat,Brown,7.75,76.12,16.4,Healthy
PLANT_0719,Potato,Green,5.96,75.41,32.36,Healthy
PLANT_0720,Tomato,Brown,1.25,43.64,34.33,Healthy
PLANT_0721,Tomato,Yellow,6.49,47.26,26.31,Severe Infection
PLANT_0722,Corn,Green,2.24,45.12,33.89,Severe Infection
PLANT_0723,Rice,Yellow,3.68,81.85,23.64,Healthy
PLANT_0724,Potato,Green,2.53,51.25,24.03,Mild Infection
PLANT_0725,Rice,Brown,8.58,57.81,23.59,Mild Infection
PLANT_0726,Rice,Yellow,2.45,35.67,31.96,Severe Infection
PLANT_0727,Potato,Green,1.94,39.39,18.09,Healthy
PLANT_0728,Corn,Yellow,7.2,43.64,21.53,Healthy
PLANT_0729,Rice,Green,5.03,33.28,23.77,Healthy
PLANT_0730,Wheat,Yellow,6.93,87.48,26.23,Healthy
PLANT_0731,Tomato,Brown,3.67,74.16,16.2,Severe Infection
PLANT_0732,Corn,Green,4.41,53.46,16.58,Healthy
PLANT_0733,Wheat,Yellow,2.49,71.75,16.91,Mild Infection
PLANT_0734,Rice,Yellow,6.68,75.97,24.28,Healthy
PLANT_0735,Potato,Yellow,5.99,56.13,20.92,Healthy
PLANT_0736,Potato,Brown,2.57,44.23,16.06,Healthy
PLANT_0737,Rice,Green,4.64,74.05,34.23,Healthy
PLANT_0738,Rice,Green,0.95,50.32,26.94,Severe Infection
PLANT_0739,Corn,Brown,9.21,79.73,28.03,Healthy
PLANT_0740,Rice,Yellow,3.82,82.89,19.3,Healthy
PLANT_0741,Corn,Brown,6.06,46.35,21.69,Severe Infection
PLANT_0742,Potato,Yellow,0.68,78.51,30.08,Mild Infection
PLANT_0743,Rice,Brown,1.85,52.47,22.99,Mild Infection
PLANT_0744,Corn,Yellow,1.36,81.45,31.94,Mild Infection
PLANT_0745,Corn,Yellow,6.48,49.74,22.5,Healthy
PLANT_0746,Potato,Yellow,3.19,67.83,28.84,Mild Infection
PLANT_0747,Rice,Green,9.3,42.05,30.9,Healthy
PLANT_0748,Corn,Green,5.87,81.84,23.34,Healthy
PLANT_0749,Wheat,Green,0.74,34.33,21.49,Healthy
PLANT_0750,Corn,Brown,9.38,62.37,25.78,Mild Infection
PLANT_0751,Potato,Green,6.37,43.17,18.86,Severe Infection
PLANT_0752,Potato,Yellow,3.83,81.48,29.56,Healthy
PLANT_0753,Rice,Yellow,3.58,43.04,27.6,Healthy
PLANT_0754,Rice,Brown,4.96,41.58,33.98,Healthy
PLANT_0755,Tomato,Yellow,6.71,71.22,24.75,Mild Infection
PLANT_0756,Rice,Green,0.57,37.51,31.56,Healthy
PLANT_0757,Corn,Brown,0.98,56.66,19.81,Healthy
PLANT_0758,Tomato,Green,8.44,68.73,20.79,Healthy
PLANT_0759,Wheat,Green,2.84,83.8,18.81,Healthy
PLANT_0760,Rice,Brown,9.91,63.59,18.39,Healthy
PLANT_0761,Corn,Green,2.39,87.25,22.96,Severe Infection
PLANT_0762,Wheat,Green,7.12,74.72,30.56,Healthy
PLANT_0763,Rice,Green,8.69,72.08,17.44,Healthy
PLANT_0764,Corn,Yellow,8.25,44.17,22.34,Healthy
PLANT_0765,Corn,Brown,1.7,88.28,28.76,Healthy
PLANT_0766,Potato,Yellow,0.54,30.44,23.12,Healthy
PLANT_0767,Corn,Yellow,8.86,34.1,32.83,Healthy
PLANT_0768,Potato,Yellow,3.57,70.34,30.82,Mild Infection
PLANT_0769,Tomato,Green,0.6,76.78,16.36,Healthy
PLANT_0770,Potato,Green,0.73,86.96,24.49,Healthy
PLANT_0771,Potato,Green,8.95,50.11,21.92,Severe Infection
PLANT_0772,Rice,Yellow,9.68,64.23,33.49,Mild Infection
PLANT_0773,Corn,Brown,0.98,86.16,34.43,Healthy
PLANT_0774,Tomato,Yellow,8.89,83.06,20.41,Healthy
PLANT_0775,Corn,Yellow,6.33,69.79,27.61,Healthy
PLANT_0776,Tomato,Brown,0.09,55.38,17.9,Healthy
PLANT_0777,Wheat,Brown,7.78,67.66,16.04,Mild Infection
PLANT_0778,Wheat,Brown,3.61,64.53,18.85,Mild Infection
PLANT_0779,Rice,Brown,3.82,52.31,32.27,Mild Infection
PLANT_0780,Wheat,Brown,6.5,70.0,26.7,Mild Infection
PLANT_0781,Corn,Green,5.09,40.18,16.77,Healthy
PLANT_0782,Tomato,Green,3.15,56.29,16.22,Severe Infection
PLANT_0783,Tomato,Brown,5.21,73.16,27.92,Severe Infection
PLANT_0784,Rice,Green,1.57,82.71,16.72,Mild Infection
PLANT_0785,Corn,Brown,3.82,47.27,29.01,Healthy
PLANT_0786,Tomato,Yellow,6.57,58.82,34.62,Severe Infection
PLANT_0787,Tomato,Green,6.93,30.35,21.28,Healthy
PLANT_0788,Rice,Yellow,2.12,42.18,29.78,Healthy
PLANT_0789,Tomato,Brown,6.32,42.29,23.43,Mild Infection
PLANT_0790,Potato,Green,0.11,63.61,20.86,Mild Infection
PLANT_0791,Corn,Brown,1.36,73.04,32.69,Healthy
PLANT_0792,Tomato,Yellow,7.75,61.22,25.21,Mild Infection
PLANT_0793,Corn,Green,7.79,79.67,24.81,Healthy
PLANT_0794,Corn,Green,6.21,44.5,30.26,Healthy
PLANT_0795,Rice,Green,2.6,39.45,20.03,Healthy
PLANT_0796,Rice,Green,2.36,64.88,19.71,Healthy
PLANT_0797,Potato,Brown,1.88,77.93,23.51,Healthy
PLANT_0798,Tomato,Yellow,2.95,68.21,28.27,Healthy
PLANT_0799,Corn,Brown,9.73,78.6,29.64,Healthy
PLANT_0800,Potato,Green,5.75,66.06,33.81,Healthy
PLANT_0801,Potato,Brown,7.07,58.95,24.83,Healthy
PLANT_0802,Rice,Brown,2.44,50.36,34.18,Healthy
PLANT_0803,Tomato,Brown,1.51,60.45,22.16,Healthy
PLANT_0804,Potato,Brown,7.21,45.44,27.61,Healthy
PLANT_0805,Tomato,Yellow,0.23,60.49,28.54,Healthy
PLANT_0806,Corn,Yellow,1.4,89.37,19.7,Healthy
PLANT_0807,Potato,Yellow,8.86,89.47,29.45,Mild Infection
PLANT_0808,Tomato,Green,3.89,79.14,25.53,Healthy
PLANT_0809,Corn,Yellow,8.12,33.86,19.61,Mild Infection
PLANT_0810,Tomato,Yellow,6.67,76.09,31.75,Healthy
PLANT_0811,Corn,Brown,4.79,39.66,18.23,Mild Infection
PLANT_0812,Potato,Brown,4.3,36.78,24.31,Healthy
PLANT_0813,Rice,Brown,3.81,32.43,26.9,Healthy
PLANT_0814,Corn,Green,4.6,40.4,27.73,Severe Infection
PLANT_0815,Wheat,Green,2.33,63.87,24.55,Healthy
PLANT_0816,Wheat,Yellow,0.56,32.88,30.21,Healthy
PLANT_0817,Potato,Yellow,4.59,68.61,15.49,Mild Infection
PLANT_0818,Rice,Brown,9.22,77.32,34.79,Healthy
PLANT_0819,Tomato,Green,7.23,79.51,24.1,Healthy
PLANT_0820,Potato,Green,8.82,60.15,16.51,Healthy
